Sensorimotor network
Sensorimotor network
Central executive network
Central executive network
Central executive network
Central executive network
Ventral attention network
Ventral attention network
Language network
Language network
Default mode network
Default mode network
Auditory network
Auditory network
Sensorimotor network
Sensorimotor network
Limbic/Paralimbic network
Limbic/Paralimbic network
Language network
Language network
Default mode network
Default mode network
Limbic/Paralimbic network
Limbic/Paralimbic network
Limbic/Paralimbic network
Limbic/Paralimbic network
Limbic/Paralimbic network
Limbic/Paralimbic network
Limbic/Paralimbic network
Limbic/Paralimbic network
Central executive network
Central executive network
Salience network
Salience network
Salience network
Salience network
Default mode network
Default mode network
Limbic/Paralimbic network
Limbic/Paralimbic network
Limbic/Paralimbic network
Limbic/Paralimbic network
Limbic/Paralimbic network
Limbic/Paralimbic network
Visual network
Visual network
Visual network
Visual network
Visual network
Visual network
Visual network
Visual network
Visual network
Visual network
Visual network
Visual network
Visual network
Visual network
Sensorimotor network
Sensorimotor network
Dorsal attention network
Dorsal attention network
Dorsal attention network
Dorsal attention network
Ventral attention network
Ventral attention network
Language network
Language network
Dorsal attention network
Dorsal attention network
Sensorimotor network
Sensorimotor network
Basal ganglia network
Basal ganglia network
Basal ganglia network
Basal ganglia network
Basal ganglia network
Basal ganglia network
Auditory network
Auditory network
Language network
Language network
Limbic/Paralimbic network
Limbic/Paralimbic network
Language network
Language network
Limbic/Paralimbic network
Limbic/Paralimbic network
Language network
Language network
Cerebellum
Cerebellum
Cerebellum
Cerebellum
Cerebellum
Cerebellum
Cerebellum
Cerebellum
Cerebellum
Cerebellum
Cerebellum
Cerebellum
Cerebellum
Cerebellum
Cerebellum
Cerebellum
Cerebellum
Cerebellum
Cerebellum
Cerebellum
Cerebellum
Cerebellum
Cerebellum
Cerebellum
Cerebellum
Cerebellum
Thalamus
Thalamus
Thalamus
Thalamus
Thalamus
Thalamus
Thalamus
Thalamus
Thalamus
Thalamus
Thalamus
Thalamus
Thalamus
Thalamus
Thalamus
Thalamus
Thalamus
Thalamus
Thalamus
Thalamus
Thalamus
Thalamus
Thalamus
Thalamus
Thalamus
Thalamus
Thalamus
Thalamus
Thalamus
Thalamus
Default mode network
Default mode network
Default mode network
Default mode network
Salience network
Salience network
Basal ganglia network
Basal ganglia network
Brain stem
Brain stem
Brain stem
Brain stem
Brain stem
Brain stem
Brain stem
Brain stem
Brain stem
Brain stem
Brain stem
Brain stem
