737,172,1178667,183259,131125,75827,745,763,13640,6991,75052,27714,188,146,9602,2248,427259,75638,3089356,301773,11714458,534140,2663637,184891,161691,31698,63700,25657,129150,15333,31751,5321,53721,2450,43749,5729,10112,192,802,83,989,47,215,154,3130,45,1955,21,2584,77,303,15,990,17,437,5,732,17,345,104,511,88,359,49,255,130,308,50,24330,812,522,39,422059,39393,319680,20444,16493,1100,16,7,455,96,2712,141,2350,144,1476,67,1335,59,43,21,17,20,212,20,35,3,31,8,16,7,20,20,49,18,6,0,51,3,14,2,3,7,3,6,488,34,457,63,3842,601,3680,476,670,79,1083,118,242,5,4711,464,1168,104,29,5,20,3,55,1,2764,348,398,66,146,26,410696,122362,883450,68403,116530,19251,198374,16426,26,2,42,7,82,13,12,1,0,0,11,25
244,937,378051,1305326,131737,230366,361,3189,12176,18493,41979,115760,52,895,3524,12639,49791,857914,473543,4349446,534140,22195212,295936,3385552,89702,220743,42206,129243,33543,131282,21089,18760,8489,33677,6857,49792,1563,2389,111,1320,144,791,23,3704,429,626,260,191,302,1534,39,229,102,476,30,239,76,606,82,506,93,221,60,372,41,811,32,467,3699,7885,104,182,184258,632898,30351,415037,2025,15780,2,42,62,887,606,2964,257,2679,182,1399,141,1289,24,43,17,20,69,110,21,11,20,35,6,9,10,32,23,34,6,3,77,28,18,0,5,8,6,6,91,293,101,323,1034,3754,952,2639,167,536,210,927,58,67,902,3883,250,786,5,33,6,10,8,31,634,2419,106,390,45,117,78060,979538,146652,625563,19141,139820,53165,294700,6,23,10,69,23,131,2,17,0,0,9,10
223,37,280825,54306,60105,23407,229,230,3355,2048,38374,9789,82,43,2501,648,1483822,108612,505162,95203,2663637,295936,10656848,200666,1092831,24796,108533,11965,365720,7953,10146,1617,87615,1244,23766,2214,5592,135,1059,31,2687,30,382,121,1886,29,1123,14,2464,48,396,16,1250,19,529,7,1098,10,182,54,393,85,340,27,218,37,357,22,12843,538,219,14,564790,29906,190275,8108,7877,324,17,4,531,38,3526,132,3324,90,3560,58,2377,38,21,10,4,3,58,8,12,0,32,3,2,1,6,1,13,2,5,2,14,2,7,1,2,0,1,2,158,4,117,15,933,125,887,102,186,20,253,29,67,1,1378,103,280,22,16,1,12,1,43,5,695,93,93,10,50,5,324767,64341,261636,24978,84558,10148,737143,30566,6,1,19,1,21,3,2,1,0,0,1,2
43,256,74044,285846,25644,148018,66,714,2164,4395,10111,60891,9,233,683,1741,37673,2268455,111756,335085,184891,3385552,200666,13558140,47043,1402424,12542,211741,14748,207376,4151,7725,3032,51891,2447,9755,611,589,42,2005,81,2410,8,9595,178,605,104,233,119,1610,15,318,47,783,18,394,28,1077,24,200,50,168,20,175,16,389,11,448,1448,2137,29,55,129556,445739,6385,329307,336,5045,1,17,35,982,185,14185,112,4873,97,5517,79,2593,8,20,4,7,14,21,3,6,6,33,4,2,0,5,4,12,2,0,20,8,6,1,2,2,0,2,18,86,27,84,162,843,171,574,25,131,32,207,8,12,137,1023,43,177,1,44,0,1,1,40,120,638,13,79,10,32,26054,247896,47107,89238,8049,56239,64349,732738,1,3,1,15,5,28,1,6,0,0,3,1
378,26,522335,20517,265867,8920,372,63,5236,744,199702,3856,143,14,645,211,178451,24951,60681,34542,161691,89702,1092831,47043,6468954,7078,1162624,4120,1127811,2805,39103,626,167722,472,3930,648,991,59,1511,26,2934,12,460,44,1225,24,507,18,3094,14,500,18,2056,8,864,3,1594,9,188,34,419,93,531,28,338,23,563,22,2603,390,72,7,336758,8179,321341,2442,12227,125,25,3,830,24,5433,51,5221,24,4911,17,3580,11,48,5,7,6,78,6,8,2,43,2,6,0,4,3,13,7,1,1,11,2,4,0,0,1,2,1,243,2,164,3,1123,63,1166,29,212,7,373,8,98,0,2019,51,426,7,43,0,19,0,68,0,1079,36,135,4,56,0,21181,18755,25357,8561,12491,3141,266541,7554,10,0,17,3,41,1,6,0,0,0,2,5
9,260,17521,287695,6294,305203,9,753,565,5014,2362,157685,3,321,179,380,4260,285242,23759,31872,31698,220743,24796,1402424,7078,5834212,2415,974070,2600,670184,1008,17422,578,100729,391,1134,103,76,15,2729,13,2967,6,8329,86,805,33,333,23,2250,12,472,21,1137,10,591,4,1442,14,187,44,241,10,225,4,487,6,606,360,477,2,9,18341,214813,1391,276135,94,4356,1,24,8,1434,40,14090,30,6644,15,6001,11,3382,5,5,3,5,19,17,1,8,2,64,2,1,2,6,2,9,0,1,13,3,2,0,0,2,0,0,4,74,8,58,45,570,44,408,11,122,15,142,1,9,33,797,6,117,0,53,1,9,2,53,21,585,3,60,2,26,3924,17282,8639,7823,1280,4976,8370,156778,0,7,0,8,1,24,0,2,0,0,1,3
602,19,1522061,15785,1268745,6920,751,78,17468,583,652746,2662,209,10,699,190,30264,4142,30248,24551,63700,42206,108533,12542,1162624,2415,2185358,2309,664559,1533,157848,497,118982,221,685,455,232,44,1205,13,617,5,328,15,836,13,301,12,2384,13,411,19,1597,8,646,1,1210,2,288,36,350,59,474,28,339,11,449,15,772,274,58,3,156021,2611,406127,1521,15698,87,30,2,827,12,5759,8,4212,15,2997,7,2518,7,35,9,6,4,160,7,9,1,67,5,7,1,13,12,23,9,3,0,42,7,4,0,4,3,1,1,386,1,291,2,2105,44,1958,25,373,16,683,7,159,0,3537,49,705,7,40,0,15,0,62,0,1600,27,254,5,78,1,2689,7571,4331,5476,1630,1421,55825,1078,17,0,40,0,60,3,12,0,0,0,4,11
26,1041,24857,739555,10037,1772413,43,4888,1046,51989,3179,819317,4,1484,328,1027,1362,29345,29428,36117,25657,129243,11965,211741,4120,974070,2309,3039992,2029,495079,1565,139472,494,82775,369,827,75,57,8,2050,8,616,5,4853,70,607,28,235,19,1644,7,358,18,849,2,442,3,993,14,644,26,257,20,680,7,1540,6,740,287,370,13,35,9090,348020,1803,453143,131,13466,2,87,14,1659,48,4407,21,4744,13,2376,11,2208,13,26,8,12,20,85,13,8,20,50,6,6,8,19,4,16,6,3,61,23,4,1,3,3,2,3,8,230,3,198,74,2231,75,1494,16,347,18,571,3,35,73,2633,19,465,1,40,0,16,0,41,44,1468,7,239,5,68,2380,6928,7789,5868,918,2028,2259,75943,2,15,1,53,3,90,0,7,0,2,3,6
1768,62,461280,13717,571658,7025,5884,120,164565,817,3508320,2601,2291,23,2992,462,109523,7297,84202,20812,129150,33543,365720,14748,1127811,2600,664559,2029,9693276,1670,383943,511,1801160,277,4385,597,1105,59,2095,22,7431,7,395,11,1856,26,769,32,4922,15,868,19,3326,21,1414,5,2523,5,1386,72,803,150,1160,40,1168,40,1005,31,3275,488,283,15,122928,3704,290170,1857,12618,91,155,5,2757,41,130574,20,9768,28,6683,10,5050,14,90,33,27,9,231,14,20,2,108,13,10,4,26,19,43,10,6,4,39,6,6,0,5,3,1,6,373,3,400,10,3189,55,2784,48,506,18,808,13,198,0,3316,35,884,8,61,1,36,0,98,1,2147,42,303,7,112,1,13814,6570,32664,4963,12640,1619,113066,2675,31,2,64,1,109,0,10,0,0,0,5,9
54,1990,13970,207855,5841,350224,28,11911,600,80080,2025,2582593,3,5867,310,1797,1134,94026,15936,48130,15333,131282,7953,207376,2805,670184,1533,495079,1670,6249676,1056,160630,437,1292011,275,1274,69,87,16,4083,13,2743,4,6679,110,1362,43,586,22,3715,36,853,34,2050,3,1075,5,2066,25,1816,76,523,39,1111,15,4176,10,1524,360,765,30,94,5856,125048,1253,445525,87,9056,1,339,19,5634,55,26191,31,11662,6,5714,21,4429,18,38,6,18,14,55,7,9,11,95,3,3,4,20,7,17,3,5,48,18,3,0,5,2,0,3,2,129,5,114,41,1587,47,962,11,234,9,397,1,35,28,1442,14,296,0,90,0,20,0,62,27,987,6,154,1,50,1698,10868,4272,11827,621,3913,1638,37982,0,11,1,38,3,109,1,9,0,0,7,8
4258,92,541518,24154,1434678,13112,10297,293,429010,2131,2528151,3666,2233,53,3930,821,2550,633,73393,33871,31751,21089,10146,4151,39103,1008,157848,1565,383943,1056,1567678,669,164244,249,1277,1025,289,24,1245,11,219,5,139,7,640,5,231,9,1733,5,355,9,1325,12,543,1,789,3,1816,62,479,48,1259,27,1473,41,625,22,1187,244,399,25,215145,3149,367909,2237,25179,191,137,1,2880,24,9385,8,5548,28,1451,0,2350,8,113,71,33,42,621,39,42,8,63,28,29,5,61,53,113,37,20,6,127,11,14,5,17,9,6,10,1187,5,1225,9,10433,134,9170,92,1549,30,2515,31,547,3,10598,103,2653,21,28,1,41,2,97,1,6169,64,908,17,371,5,936,2976,8434,8580,2329,1977,4858,234,82,1,175,2,306,0,37,0,4,0,27,37
48,2256,12910,171391,6369,420349,50,14846,1095,215375,1571,1512119,4,4506,407,1946,158,1185,14219,41009,5321,18760,1617,7725,626,17422,497,139472,511,160630,669,609598,276,51527,212,992,21,49,7,563,5,91,1,831,15,183,7,75,3,419,5,109,4,263,3,106,3,275,24,1567,11,267,12,1435,6,4437,4,918,114,272,23,97,1805,160917,969,228263,86,12607,0,241,10,3201,19,617,8,3244,5,350,1,1022,41,36,11,33,25,95,11,7,17,23,6,7,19,38,8,35,8,4,84,22,13,0,2,2,4,6,1,304,4,298,62,3809,63,2331,11,497,21,877,1,55,55,3335,18,749,1,16,1,9,2,31,36,2055,9,385,5,101,460,1191,2528,5738,354,1837,209,2577,0,27,1,97,4,153,0,11,0,0,3,6
